attack_type,count,diff_srv_rate,difficulty_level,dst_bytes,dst_host_count,dst_host_diff_srv_rate,dst_host_rerror_rate,dst_host_same_src_port_rate,dst_host_same_srv_rate,dst_host_serror_rate,dst_host_srv_count,dst_host_srv_diff_host_rate,dst_host_srv_rerror_rate,dst_host_srv_serror_rate,duration,flag,generation_timestamp,hot,is_guest_login,is_host_login,label,land,logged_in,num_access_files,num_compromised,num_failed_logins,num_file_creations,num_outbound_cmds,num_root,num_shells,protocol_type,rerror_rate,root_shell,same_srv_rate,sample_id,serror_rate,service,src_bytes,srv_count,srv_diff_host_rate,srv_rerror_rate,srv_serror_rate,su_attempted,sub_label,urgent,wrong_fragment,synthetic
normal,34,0.06,20,0,255,0.52,0.0,0.13,0.13,0.0,33,0.0,0.0,0.0,0,SF,,0,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,0.97,,0.0,other,113,33,0.0,0.0,0.0,0,normal,0,0,0
normal,1,0.0,21,0,12,0.0,1.0,0.08,1.0,0.0,214,0.21,1.0,0.0,0,REJ,,0,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,,0.0,http,0,1,0.0,1.0,0.0,0,normal,0,0,0
normal,1,0.0,21,327,144,0.03,0.0,0.01,0.74,0.01,194,0.01,0.0,0.0,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,smtp,883,1,0.0,0.0,0.0,0,normal,0,0,0
guess_passwd,4,0.0,13,11000,15,0.0,0.93,0.07,1.0,0.02,15,0.0,0.93,0.01,0,RSTO,1750431288.645877,0,0,0,1,0,0,0,0,3,0,0,0,0,tcp,0.95,0,1.0,mal_14_1,0.02,telnet,30,4,0.0,0.96,0.01,0,r2l,0,0,1
normal,5,0.0,21,42,35,0.09,0.0,0.03,0.91,0.0,32,0.0,0.0,0.0,0,SF,,0,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,,0.0,domain_u,42,8,0.25,0.0,0.0,0,normal,0,0,0
normal,2,0.0,20,0,255,0.03,0.0,0.42,0.42,0.01,108,0.0,0.0,0.01,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,ftp_data,2191,2,0.0,0.0,0.0,0,normal,0,0,0
normal,5,0.4,20,44,66,0.03,0.0,0.02,0.95,0.0,63,0.0,0.0,0.0,29,SF,,0,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,0.2,,0.0,domain_u,44,5,0.4,0.0,0.0,0,normal,0,0,0
warezmaster,1,0.0,12,7850000,17,0.0,0.95,0.05,1.0,0.1,17,0.0,0.95,0.1,0,RSTO,1750431288.8551228,0,0,0,1,0,0,0,0,4,0,0,0,0,tcp,0.97,0,1.0,mal_15_0,0.1,ftp_data,0,1,0.0,0.98,0.1,0,r2l,0,0,1
normal,1,0.0,21,0,127,0.0,1.0,0.01,1.0,0.0,255,0.06,1.0,0.0,0,REJ,,0,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,,0.0,http,0,1,0.0,1.0,0.0,0,normal,0,0,0
normal,8,0.0,21,7355,255,0.0,0.0,0.0,1.0,0.0,255,0.0,0.0,0.0,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,http,309,11,0.18,0.0,0.0,0,normal,0,0,0
normal,31,0.0,21,2592,255,0.0,0.0,0.0,1.0,0.0,255,0.0,0.0,0.0,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,http,323,34,0.12,0.0,0.0,0,normal,0,0,0
normal,79,0.0,19,132,255,0.0,0.0,0.0,1.0,0.0,255,0.0,0.0,0.0,0,SF,,0,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,,0.0,domain_u,43,158,0.01,0.0,0.0,0,normal,0,0,0
normal,7,0.0,21,7384,255,0.0,0.0,0.0,1.0,0.0,255,0.0,0.0,0.0,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,http,287,7,0.0,0.0,0.0,0,normal,0,0,0
normal,1,0.0,20,0,135,0.03,0.0,0.24,0.24,0.0,85,0.02,0.0,0.0,2,SF,,0,0,0,0,0,0,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,ftp_data,2194619,1,0.0,0.0,0.0,0,normal,0,0,0
normal,1,0.0,21,0,5,0.0,1.0,0.2,1.0,0.0,206,0.27,1.0,0.0,0,REJ,,0,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,,0.0,http,0,1,0.0,1.0,0.0,0,normal,0,0,0
normal,2,0.0,21,0,57,0.05,0.0,0.16,0.16,0.0,43,0.07,0.0,0.0,0,SF,,0,0,0,0,0,0,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,ftp_data,641,2,0.0,0.0,0.0,0,normal,0,0,0
normal,5,0.6,21,105,255,0.83,0.0,1.0,0.01,0.0,2,0.0,0.0,0.0,4625,SF,,0,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,0.4,,0.0,other,146,2,0.0,0.0,0.0,0,normal,0,0,0
normal,14,0.0,21,342,253,0.0,0.0,0.0,1.0,0.0,255,0.01,0.0,0.0,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,http,334,14,0.0,0.0,0.0,0,normal,0,0,0
normal,1,0.0,21,324,202,0.02,0.0,0.0,0.67,0.0,135,0.0,0.0,0.0,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,smtp,1519,1,0.0,0.0,0.0,0,normal,0,0,0
normal,32,0.0,21,321,255,0.0,0.0,0.0,1.0,0.0,255,0.0,0.0,0.0,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,http,291,48,0.04,0.0,0.0,0,normal,0,0,0
normal,1,0.0,21,328,122,0.02,0.0,0.01,0.75,0.0,170,0.01,0.0,0.0,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,smtp,1087,1,0.0,0.0,0.0,0,normal,0,0,0
normal,1,0.0,21,0,5,0.0,1.0,0.2,1.0,0.0,27,0.26,1.0,0.0,0,REJ,,0,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,,0.0,http,0,2,1.0,1.0,0.0,0,normal,0,0,0
normal,1,0.0,20,58843,127,0.57,0.54,0.01,0.08,0.01,11,0.18,0.18,0.09,13368,SF,,1,0,0,0,0,1,0,2,0,15,0,2,0,tcp,0.0,1,1.0,,0.0,telnet,2987,1,0.0,0.0,0.0,0,normal,0,0,0
normal,1,0.0,17,413,38,0.08,0.0,0.03,0.76,0.03,182,0.02,0.0,0.02,4,S2,,2,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,1.0,smtp,966,1,0.0,0.0,1.0,0,normal,0,0,0
normal,15,0.0,19,110,140,0.0,0.0,0.0,1.0,0.0,140,0.0,0.0,0.0,10,SF,1750431547.4278586,0,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,ben_91_4,0.0,domain_u,33,15,0.0,0.0,0.0,0,normal,0,0,1
normal,40,0.05,18,90,50,0.05,0.0,0.1,0.95,0.0,48,0.02,0.0,0.0,20,SF,1750431512.1433554,0,0,0,0,0,0,0,0,0,0,0,0,0,icmp,0.0,0,0.95,ben_78_4,0.0,ecr_i,80,45,0.02,0.0,0.0,0,normal,0,0,1
loadmodule,2,0.0,14,3500,6,0.0,0.0,1.0,1.0,0.0,6,0.15,0.0,0.0,1,SF,1750431247.5740056,2,0,0,1,0,1,0,2,0,0,0,1,0,tcp,0.0,1,1.0,mal_8_2,0.0,ftp_data,10,2,0.0,0.0,0.0,0,u2r,0,0,1
loadmodule,3,0.0,15,2400,6,0.0,0.0,1.0,1.0,0.0,6,0.2,0.0,0.0,1,SF,1750431288.209821,2,0,0,1,0,1,1,2,0,0,0,1,0,tcp,0.0,1,1.0,mal_12_2,0.0,ftp_data,0,3,0.0,0.0,0.0,1,u2r,0,0,1
normal,51,0.0,20,1321,117,0.0,0.0,0.01,1.0,0.0,255,0.04,0.0,0.0,0,SF,,1,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,1,1.0,,0.0,http,321,51,0.0,0.0,0.0,0,normal,0,0,0
guess_passwd,5,0.0,11,15000,15,0.0,0.89,0.05,1.0,0.0,15,0.0,0.89,0.0,1,SF,1750431288.970096,0,0,0,1,0,0,0,0,2,0,0,0,0,tcp,0.91,0,1.0,mal_19_1,0.0,telnet,10,5,0.0,0.92,0.0,0,r2l,0,0,1
normal,8,0.0,21,5422,255,0.0,0.0,0.0,1.0,0.0,255,0.0,0.0,0.0,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,http,314,8,0.0,0.0,0.0,0,normal,0,0,0
normal,1,0.0,21,1415,48,0.0,0.0,0.02,1.0,0.0,48,0.0,0.0,0.0,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,http,224,1,0.0,0.0,0.0,0,normal,0,0,0
guess_passwd,4,0.0,11,13000,20,0.0,0.96,0.05,1.0,0.0,20,0.0,0.96,0.0,1,SF,1750431300.0719156,2,0,0,1,0,0,0,0,3,0,0,0,0,tcp,1.0,0,1.0,mal_20_1,0.0,telnet,38,4,0.0,1.0,0.0,0,r2l,0,0,1
normal,15,0.0,19,350,30,0.0,0.0,0.05,1.0,0.0,30,0.0,0.0,0.0,5,SF,1750431560.433134,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,ben_94_3,0.0,telnet,70,16,0.0,0.0,0.0,0,normal,0,0,1
warezmaster,3,0.0,12,6450000,21,0.0,0.95,0.1,1.0,0.04,21,0.0,0.95,0.03,0,RSTO,1750431247.5967417,0,0,0,1,0,0,0,0,4,0,0,0,0,tcp,0.95,0,1.0,mal_10_0,0.04,ftp_data,0,3,0.0,0.96,0.02,0,r2l,0,0,1
normal,36,0.0,21,188,255,0.0,0.0,0.01,1.0,0.0,255,0.0,0.0,0.0,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,http,238,36,0.0,0.0,0.0,0,normal,0,0,0
normal,50,0.1,20,180,150,0.05,0.0,0.0,0.9,0.0,140,0.02,0.0,0.0,45,SF,1750431548.5821748,0,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,0.9,ben_92_1,0.0,domain_u,55,60,0.05,0.0,0.0,0,normal,0,0,1
normal,4,0.0,21,2731,57,0.0,0.0,0.02,1.0,0.02,255,0.05,0.0,0.0,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,http,315,4,0.0,0.0,0.0,0,normal,0,0,0
normal,1,0.0,19,0,25,0.0,1.0,0.04,1.0,0.0,25,0.0,1.0,0.0,0,REJ,,0,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,,0.0,other,0,1,0.0,1.0,0.0,0,normal,0,0,0
normal,2,0.0,19,0,178,0.02,0.0,0.27,0.27,0.0,72,0.03,0.0,0.0,2,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,ftp_data,2194619,2,0.0,0.0,0.0,0,normal,0,0,0
normal,73,0.0,20,128,255,0.01,0.0,0.0,0.99,0.0,252,0.0,0.0,0.0,0,SF,,0,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,,0.0,domain_u,44,153,0.01,0.0,0.0,0,normal,0,0,0
normal,2,0.0,20,0,20,0.15,0.0,0.5,0.5,0.0,84,0.02,0.0,0.01,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,ftp_data,12,2,0.0,0.0,0.0,0,normal,0,0,0
normal,15,0.0,19,350,40,0.0,0.0,0.6,1.0,0.0,40,0.0,0.0,0.0,3,SF,1750431547.0554059,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,ben_88_3,0.0,telnet,120,18,0.0,0.0,0.0,0,normal,0,0,1
normal,1,0.0,21,170,255,0.0,0.0,0.0,1.0,0.0,255,0.0,0.0,0.0,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,http,175,2,1.0,0.0,0.0,0,normal,0,0,0
normal,140,0.0,20,110,230,0.0,0.0,0.0,1.0,0.0,220,0.0,0.0,0.0,45,SF,1750431431.6405685,0,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,0.99,ben_58_1,0.0,domain_u,35,170,0.01,0.0,0.0,0,normal,0,0,1
normal,16,0.0,21,1469,64,0.0,0.0,0.02,1.0,0.0,255,0.04,0.0,0.0,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,http,215,16,0.0,0.0,0.0,0,normal,0,0,0
normal,2,1.0,21,0,255,0.01,0.0,0.07,0.07,0.0,18,0.0,0.0,0.0,0,SF,,0,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,0.5,,0.0,domain_u,102,2,1.0,0.0,0.0,0,normal,0,0,0
normal,14,0.0,21,7973,34,0.0,0.0,0.03,1.0,0.0,255,0.02,0.0,0.0,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,http,258,14,0.0,0.0,0.0,0,normal,0,0,0
normal,1,0.0,21,0,57,0.0,1.0,0.02,1.0,0.0,251,0.09,0.99,0.0,0,REJ,,0,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,,0.0,http,0,1,0.0,1.0,0.0,0,normal,0,0,0
normal,3,0.0,21,1933,87,0.0,0.0,0.01,1.0,0.0,255,0.03,0.0,0.0,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,http,226,3,0.0,0.0,0.0,0,normal,0,0,0
normal,215,0.0,17,4,215,0.0,0.0,1.0,1.0,0.0,215,0.0,0.0,0.0,0,SF,,0,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,,0.0,other,516,215,0.0,0.0,0.0,0,normal,0,0,0
normal,2,0.0,21,7367,4,0.0,0.0,0.25,1.0,0.0,255,0.02,0.0,0.01,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,http,207,2,0.0,0.0,0.0,0,normal,0,0,0
normal,4,0.0,21,464,8,0.0,0.0,0.12,1.0,0.0,255,0.05,0.0,0.0,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,http,190,5,0.4,0.0,0.0,0,normal,0,0,0
normal,30,0.0,19,150,200,0.0,0.0,0.0,1.0,0.0,200,0.0,0.0,0.0,7,SF,1750431511.145798,0,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,ben_73_1,0.0,domain_u,40,40,0.01,0.0,0.0,0,normal,0,0,1
warezmaster,5,0.0,12,6240000,22,0.0,0.9,0.1,1.0,0.03,22,0.0,0.9,0.03,0,RSTO,1750431288.3424299,0,0,0,1,0,0,0,0,4,0,0,0,0,tcp,0.95,0,1.0,mal_17_0,0.03,ftp_data,0,5,0.0,0.92,0.02,0,r2l,0,0,1
normal,1,0.0,20,4,23,0.0,0.0,0.04,1.0,0.0,23,0.0,0.0,0.0,7,SF,,0,0,0,0,0,0,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,time,0,1,0.0,0.0,0.0,0,normal,0,0,0
normal,1,0.0,21,28198,75,0.0,0.0,0.01,1.0,0.01,255,0.03,0.0,0.0,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,http,326,1,0.0,0.0,0.0,0,normal,0,0,0
normal,1,0.0,20,0,59,0.05,0.0,0.03,0.03,0.0,43,0.05,0.0,0.0,0,SF,,0,0,0,0,0,0,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,ftp_data,259,1,0.0,0.0,0.0,0,normal,0,0,0
normal,1,0.0,21,0,2,0.0,1.0,0.5,1.0,0.0,247,0.11,0.88,0.0,0,REJ,,0,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,,0.0,http,0,1,0.0,1.0,0.0,0,normal,0,0,0
normal,22,0.0,18,3500,45,0.0,0.0,0.0,1.0,0.0,45,0.0,0.0,0.0,9,SF,1750431457.9820354,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,ben_67_2,0.0,ftp_data,540,25,0.0,0.0,0.0,0,normal,0,0,1
normal,18,0.0,18,4800,35,0.0,0.0,0.1,1.0,0.0,33,0.05,0.0,0.0,30,SF,1750431418.8686862,0,0,0,0,0,1,1,0,0,1,0,0,0,tcp,0.0,0,1.0,ben_51_2,0.0,ftp_data,5000,20,0.05,0.0,0.0,0,normal,0,0,1
normal,13,0.0,21,1314,255,0.0,0.0,0.0,1.0,0.0,255,0.0,0.0,0.0,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,http,291,18,0.22,0.0,0.0,0,normal,0,0,0
phf,4,0.0,7,16000,22,0.0,0.9,0.0,1.0,0.0,22,0.0,0.9,0.0,0,RSTO,1750431333.8350244,1,0,0,1,0,0,0,0,2,0,0,0,0,tcp,0.95,0,1.0,mal_32_3,0.0,http,45,4,0.0,0.95,0.0,0,r2l,0,0,1
normal,17,0.0,21,259,255,0.0,0.0,0.0,1.0,0.0,255,0.0,0.0,0.0,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,http,285,17,0.0,0.0,0.0,0,normal,0,0,0
loadmodule,3,0.0,14,3500,7,0.0,0.0,1.0,1.0,0.0,7,0.1,0.0,0.0,1,SF,1750431375.2465768,2,0,0,1,0,1,0,2,0,0,0,1,0,tcp,0.0,1,1.0,mal_46_2,0.0,ftp_data,20,3,0.0,0.0,0.0,0,u2r,0,0,1
normal,1,0.0,21,8745,255,0.0,0.0,0.0,1.0,0.0,255,0.0,0.0,0.0,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,http,258,1,0.0,0.0,0.0,0,normal,0,0,0
phf,5,0.0,10,12000,20,0.0,0.95,0.02,1.0,0.0,20,0.0,0.95,0.0,0,RSTO,1750431421.5709875,0,0,0,1,0,0,0,0,5,0,0,0,0,tcp,1.0,0,1.0,mal_48_3,0.0,http,10,5,0.0,1.0,0.0,0,r2l,0,0,1
warezmaster,5,0.0,12,7500000,25,0.0,0.95,0.0,1.0,0.0,25,0.0,0.95,0.0,0,RSTO,1750431288.1704862,0,0,0,1,0,0,0,0,4,0,0,0,0,tcp,0.96,0,1.0,mal_13_0,0.0,ftp_data,0,5,0.0,0.97,0.0,0,r2l,0,0,1
normal,100,0.0,20,95,200,0.01,0.0,0.0,0.99,0.0,195,0.0,0.0,0.0,12,SF,1750431417.7949896,0,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,ben_50_1,0.0,domain_u,40,120,0.02,0.0,0.0,0,normal,0,0,1
normal,1,0.0,21,333,50,0.1,0.0,0.02,0.34,0.0,133,0.02,0.0,0.0,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,smtp,1007,3,1.0,0.0,0.0,0,normal,0,0,0
phf,6,0.0,8,8500,25,0.0,0.9,0.0,1.0,0.01,25,0.0,0.91,0.01,0,RSTO,1750431247.315157,0,0,0,1,0,0,0,0,2,0,0,0,0,tcp,0.9,0,1.0,mal_11_4,0.02,http,12,6,0.0,0.92,0.01,0,r2l,0,0,1
normal,1,0.0,21,1811,11,0.0,0.0,0.09,1.0,0.0,255,0.04,0.0,0.0,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,http,226,4,0.5,0.0,0.0,0,normal,0,0,0
guess_passwd,5,0.0,12,10240,15,0.0,0.94,0.1,1.0,0.0,15,0.0,0.96,0.0,0,RSTO,1750431334.1462517,0,0,0,1,0,0,0,0,4,0,0,0,0,tcp,0.95,0,1.0,mal_34_0,0.0,ftp_data,0,5,0.0,0.98,0.0,0,r2l,0,0,1
normal,7,0.0,21,12635,255,0.01,0.0,0.0,0.89,0.0,228,0.0,0.0,0.0,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,http,248,7,0.0,0.0,0.0,0,normal,0,0,0
normal,40,0.0,20,350,80,0.0,0.0,0.05,1.0,0.0,80,0.0,0.0,0.0,60,SF,1750431563.2827556,0,0,1,0,0,1,0,0,0,1,0,0,0,tcp,0.0,0,1.0,ben_95_3,0.0,telnet,120,42,0.0,0.0,0.0,0,normal,0,0,1
normal,1,0.0,15,2396,255,0.02,0.0,0.0,0.18,0.23,46,0.0,0.0,0.33,12013,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,telnet,91,1,0.0,0.0,0.0,0,normal,0,0,0
normal,39,0.0,21,768,255,0.0,0.0,0.0,1.0,0.0,255,0.0,0.0,0.0,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,http,217,39,0.0,0.0,0.0,0,normal,0,0,0
normal,25,0.1,20,350,45,0.0,0.0,0.1,1.0,0.0,45,0.0,0.0,0.0,9,SF,1750431545.9958782,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,0.9,ben_84_3,0.0,telnet,150,27,0.0,0.0,0.0,0,normal,0,0,1
normal,1,0.0,21,0,30,0.0,1.0,0.03,1.0,0.0,255,0.22,0.95,0.0,0,REJ,,0,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,,0.0,http,0,1,0.0,1.0,0.0,0,normal,0,0,0
normal,2,0.0,21,397,121,0.0,0.0,0.01,1.0,0.0,255,0.01,0.0,0.0,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,http,237,2,0.0,0.0,0.0,0,normal,0,0,0
normal,12,0.0,21,454,224,0.0,0.0,0.0,1.0,0.0,255,0.01,0.0,0.0,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.08,http,220,12,0.0,0.0,0.08,0,normal,0,0,0
warezclient,4,0.0,12,7000,22,0.0,0.94,0.1,1.0,0.01,22,0.0,0.95,0.01,0,RSTO,1750431288.967068,0,0,0,1,0,0,0,0,3,0,0,0,0,tcp,0.95,0,1.0,mal_19_0,0.01,ftp_data,0,4,0.0,0.96,0.0,0,r2l,0,0,1
normal,40,0.0,20,75,90,0.01,0.0,0.0,0.95,0.0,85,0.0,0.0,0.0,18,SF,1750431560.4461043,0,0,0,0,0,0,0,0,0,0,0,0,0,icmp,0.0,0,1.0,ben_94_4,0.0,ecr_i,60,50,0.0,0.0,0.0,0,normal,0,0,1
normal,18,0.05,19,11000,230,0.02,0.0,0.0,0.98,0.0,220,0.0,0.0,0.0,12,SF,1750431457.9640384,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,0.95,ben_67_0,0.0,http,250,19,0.01,0.0,0.0,0,normal,0,0,1
normal,1,0.0,19,0,255,0.02,0.0,0.04,0.04,0.0,11,0.0,0.0,0.0,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,ftp_data,12,1,0.0,0.0,0.0,0,normal,0,0,0
guess_passwd,5,0.0,13,12000,15,0.0,0.95,0.0,1.0,0.0,15,0.0,0.95,0.0,0,RSTO,1750431246.9503171,0,0,0,1,0,0,0,0,4,0,0,0,0,tcp,0.98,0,1.0,mal_2_2,0.0,http,30,5,0.0,0.97,0.0,0,r2l,0,0,1
normal,18,0.0,18,2400,60,0.01,0.0,0.01,0.96,0.0,58,0.0,0.0,0.0,10,SF,1750431548.5952065,0,0,0,0,0,1,0,0,0,1,0,0,0,tcp,0.0,0,1.0,ben_92_2,0.0,ftp_data,1200,20,0.0,0.0,0.0,0,normal,0,0,1
phf,3,0.0,10,15000,22,0.0,0.97,0.05,1.0,0.01,22,0.0,0.98,0.0,0,RSTO,1750431288.6038604,0,0,0,1,0,0,0,0,2,0,0,0,0,tcp,0.98,0,1.0,mal_22_4,0.01,http,15,3,0.0,0.99,0.0,0,r2l,0,0,1
normal,18,0.05,18,5000,60,0.02,0.0,0.0,0.97,0.0,58,0.01,0.0,0.0,7,SF,1750431545.9838772,0,0,0,0,0,1,1,0,0,1,0,0,0,tcp,0.0,0,0.95,ben_84_2,0.0,ftp_data,400,17,0.0,0.0,0.0,0,normal,0,0,1
guess_passwd,4,0.0,11,11000,20,0.0,0.92,0.06,1.0,0.0,20,0.0,0.93,0.0,0,SF,1750431372.8736148,0,0,0,1,0,0,0,0,3,0,0,0,0,tcp,0.95,0,1.0,mal_41_1,0.0,telnet,40,4,0.0,0.96,0.0,0,r2l,0,0,1
normal,75,0.0,19,150,230,0.0,0.0,0.0,1.0,0.0,230,0.0,0.0,0.0,7,SF,1750431457.7613373,0,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,0.99,ben_64_1,0.0,domain_u,45,110,0.01,0.0,0.0,0,normal,0,0,1
normal,90,0.0,20,140,230,0.0,0.0,0.0,1.0,0.0,210,0.02,0.0,0.0,5,SF,1750431434.2718453,0,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,ben_59_1,0.0,domain_u,65,110,0.01,0.0,0.0,0,normal,0,0,1
warezmaster,3,0.0,12,7200000,15,0.0,0.94,0.07,1.0,0.03,15,0.0,0.94,0.03,0,RSTO,1750431247.343127,0,0,0,1,0,0,0,0,4,0,0,0,0,tcp,0.95,0,1.0,mal_4_0,0.03,ftp_data,0,3,0.0,0.97,0.04,0,r2l,0,0,1
guess_passwd,4,0.0,9,16000,30,0.0,0.99,0.0,1.0,0.0,30,0.0,0.99,0.0,0,RSTO,1750431247.325151,0,0,0,1,0,0,0,0,5,0,0,0,0,tcp,1.0,0,1.0,mal_1_4,0.0,http,12,4,0.0,1.0,0.0,0,r2l,0,0,1
normal,225,0.0,18,45,255,0.0,0.0,0.0,1.0,0.0,255,0.0,0.0,0.0,0,SF,,0,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,,0.0,domain_u,45,225,0.0,0.0,0.0,0,normal,0,0,0
warezclient,5,0.0,12,6700000,22,0.0,0.93,0.12,1.0,0.03,22,0.0,0.94,0.02,0,RSTO,1750431333.4774754,0,0,0,1,0,0,0,0,4,0,0,0,0,tcp,0.95,0,1.0,mal_27_0,0.03,ftp_data,0,5,0.0,0.96,0.02,0,r2l,0,0,1
normal,2,0.0,21,751,96,0.0,0.0,0.01,1.0,0.0,255,0.04,0.0,0.0,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,http,208,8,0.25,0.0,0.0,0,normal,0,0,0
normal,64,0.03,20,136,255,0.01,0.0,0.0,0.95,0.0,241,0.0,0.0,0.0,0,SF,,0,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,0.98,,0.0,domain_u,46,144,0.01,0.0,0.0,0,normal,0,0,0
