subject,body,label,source,unique_id,seed_type
ANN: mixed 0.2,"introducing 'mixed', a module providing a class for handling mixed numbers
and fractions.  Parses string and float inputs and handles arithmetic
correctly.

easy_install mixed
development version: hg clone http://hg.assembla.com/mixed_pythonmixed_python
Homepage and trac: http://trac-hg.assembla.com/mixed_python/

>>> from mixed import Mixed
>>> m1 = Mixed('4 2/3')
>>> m2 = Mixed('4/10')
>>> m2.reduced()
Mixed('2/5')
>>> m1 + m2
Mixed('5 1/15')
>>> print m1 / m2
11 2/3
>>> Mixed(-1.5)
Mixed('-1 1/2')
>>> Mixed(2./3.)
Mixed('2/3')

-- 
- Catherine
http://catherinedevlin.blogspot.com/
*** PyCon 2008 * Chicago * March 13-20 * us.pycon.org ***
",0,CEAS-08,858,outlier
The bigger tool,"
Dear bbaf0d8f5091008654f086221f7bb1f9

Summer is a exact time to take a break at work and think about your health & personal life.

And we are glad to assist you with it.

 From now on till 30th of  October you can use our limited proposal.

Visit our site for further details.

traditionstreet.com

6 Aug 2008 05:05:01


",1,CEAS-08,863,outlier
Re: [opensuse] Kaddressbook,"On Monday 18 February 2008 23:46:22 Richard Bos wrote:
> Op Monday 18 February 2008 22:40:43 schreef Stan Goodman:
> > Unless I have overlooked it, Kaddressbook (although it can store
> > telephone numbers) is not capable of using them to dial a telephone.
> > Surely there is another address-book utility that can do that. Can
> > anyone recommend one?
>
> twinkle (http://twinklephone.com/) uses kaddressbook I believe for
> calling. It is part of the openSUSE distribution.

Twinkle is a SIP application.

Is it really possible that no users of SuSE, or even of Linux, have 
thought to have the addressbook dial the telephone?

-- 
Stan Goodman
Qiryat Tiv'on
Israel


",0,CEAS-08,866,outlier
Consultants recommended product for men,"Men who do not foreplay are the worst http://www.feelscore.com/


",1,CEAS-08,869,outlier
[PownceAPI] Re: Possible bug in media type,"So sorry for the slow reply! Could you send me an example? Just the id of a
note is fine. I'll try to track down the problem right away.

There will be a new version of the API out soon that returns more complete
information about embedded photos and videos. If you'd like a sneak peak at
it, you can use any url with 2.1 instead of 2.0 for the version number.

Ex:
http://api.pownce.com/2.1/notes/1748135.xml

I've been working on a new project to standardize embedded photos and video.
More info here: http://oembed.com/

Not that you'll need to use version 2.1 - I'd love to fix the bugs with the
current media link type!

Leah
-- 
Leah Culver
pownce.com/leahculver
leahculver.com

--~--~---------~--~----~------------~-------~--~----~
You received this message because you are subscribed to the Google Groups ""PownceAPI"" group.
To post to this group, send email to zgdjhgesv@googlegroups.com
To unsubscribe from this group, send email to ggnqhfrsh-hbqfvscggnq@googlegroups.com
For more options, visit this group at http://groups.google.com/group/pownceapi?hl=en
-~----------~----~----~----~------~----~------~--~---

",0,CEAS-08,870,outlier
CNN.com Daily Top 10,">+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+= >THE DAILY TOP 10 >from CNN.com >Top videos and stories as of: Aug  1, 2008  3:58 PM EDT >+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+= TOP 10 VIDEOS 1. MONTAUK 'MONSTER' http://www.cnn.com/video/partners/email/index.html?url=/video/us/2008/07/31/moos.montauk.monster.cnn Is it a devil dog? Is it a turtle? Is it the Montauk Monster? CNN's Jeanne Moos asks, ""what is this thing?"" 2. RACY PHOTOS OF TODDLER'S MOM http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/07/31/ng.racy.photos.cnn 3. NEWS OF THE ABSURD EPISODE 54 http://www.cnn.com/video/partners/email/index.html?url=/video/podcasts/absurd/site/2008/08/01/nota.episode.54.cnn 4. POLICE BEATING DISPUTE http://www.cnn.com/video/partners/email/index.html?url=/video/us/2008/07/31/levs.police.video.cnn 5. MOM PLEADS FOR GIRL'S RETURN http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/08/01/hill.boss.reigh.plea.cnn 6. DEFENDANT FAKES HEART ATTACK http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/08/01/dnt.fake.heart.attack.mxf.whio 7. KILLER CARRIED VICTIM'S HEAD http://www.cnn.com/video/partners/email/index.html?url=/video/world/2008/07/31/natpkg.can.bus.decapitation.ctv 8. MURDER CONFESSION RECANTED http://www.cnn.com/video/partners/email/index.html?url=/video/world/2008/08/01/blake.brazil.teen.murder.itn 9. ANTHRAX SUSPECT'S HOME http://www.cnn.com/video/partners/email/index.html?url=/video/us/2008/08/01/von.dr.bruce.ivins.home.cnn 10. HECKLERS INTERRUPT OBAMA TALK http://www.cnn.com/video/partners/email/index.html?url=/video/politics/2008/08/01/sot.fl.obama.protesters.baynews9 TOP 10 STORIES 1. SUSPECT IN BEHEADING IDENTIFIED http://www.cnn.com/2008/WORLD/americas/08/01/canada.beheading/index.html Canadian police say Vince Weiguang Li, 40, of Edmonton is charged with second-degree murder in the beheading of a man on a bus. 2. JUDGE TAKEN OFF LAST JENA 6 CASES http://www.cnn.com/2008/CRIME/08/01/jena6.appeal/index.html 3. PEOPLE MAG GETS PITT-JOLIE PIX http://www.cnn.com/2008/SHOWBIZ/Movies/08/01/brangelina.photos.ap/index.html 4. ATTACK IN TORONTO CALLED RACIAL http://www.cnn.com/2008/WORLD/americas/08/01/canada.attack.ap/index.html 5. IREPORTERS' UNUSUAL NAMES http://www.cnn.com/2008/LIVING/08/01/unusual.names.irpt/index.html 6. MOTHER PLEADS FOR CHILD'S RETURN http://www.cnn.com/2008/CRIME/08/01/rockefeller.kidnapping/index.html 7. KARADZIC: I MADE DEAL WITH U.S. http://www.cnn.com/2008/WORLD/europe/08/01/karadzic.trial/index.html 8. SUSPECT ARRESTED IN SWIM KILLINGS http://www.cnn.com/2008/CRIME/08/01/wisconsin.shooting.ap/index.html 9. ANTHRAX SUSPECT APPARENT SUICIDE http://www.cnn.com/2008/CRIME/08/01/anthrax.death/index.html 10. MCCAIN: OBAMA CRITICISM 'FAIR' http://www.cnn.com/2008/POLITICS/08/01/campaign.wrap/index.html CNN, The Most Trusted Name in News >    Cable News Network LP, LLLP.                       < >    One CNN Center, Atlanta, Georgia 30303             < >    2008 Cable News Network LP, LLLP.                  < >    A Time Warner Company.                             < >    All Rights Reserved.                               < ========================================================= =   Please send comments or suggestions by going to     = =           http://www.cnn.com/feedback/                = =                                                       = =      Read our privacy guidelines by going to          = =         http://www.cnn.com/privacy.html               = ========================================================= You have agreed to receive this email from CNN.com as a result of your CNN.com preference settings. To manage your settings, go to: http://www.cnn.com/linkto/bn.manage.html To unsubscribe from the Daily Top 10, go to http://cgi.cnn.com/m/clik?e=email534@gvc.ceas-challenge.cc&l=cnn-dailytop10",1,CEAS-08,873,outlier
Re: [opensuse] vmware server and sound,"-----BEGIN PGP SIGNED MESSAGE-----
Hash: SHA1

Content-ID: 


The Saturday 2008-03-01 at 18:55 +0100, jdd wrote:

> Kai Ponte a écrit :
>
>>  I just click on the sound card icon...
>
> nothing like that here,

It needs a free dsp device when the server starts.

- -- 
Cheers,
        Carlos E. R.
-----BEGIN PGP SIGNATURE-----
Version: GnuPG v2.0.4-svn0 (GNU/Linux)

iD8DBQFHya03tTMYHG2NR9URAvIlAJ47CmCp3S/yEIup9WR1K3SnqLeZowCdHHjG
sixZZ9B4qqRV/OrNcNl6lGQ=
=wVtx
-----END PGP SIGNATURE-----",0,CEAS-08,874,outlier
CNN.com Daily Top 10,">+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+= >THE DAILY TOP 10 >from CNN.com >Top videos and stories as of: Aug  1, 2008  3:58 PM EDT >+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+= TOP 10 VIDEOS 1. PARIS HILTON TAKES ON MCCAIN http://www.cnn.com/video/partners/email/index.html?url=/video/politics/2008/08/06/wynter.paris.hilton.ad.cnn Paris Hilton swings back at Republican presidential candidate John McCain. Kareen Wynter reports. 2. BIKINI BARISTA STAND CLOSED http://www.cnn.com/video/partners/email/index.html?url=/video/living/2008/08/06/pkg.bikini.baristas.barred.kiro 3. TOT GRANDMA REACTS TO CHARGES http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/08/06/grace.mom.charged.cnn 4. MAGGOTS: THE NEW ANTIBIOTIC? http://www.cnn.com/video/partners/email/index.html?url=/video/health/2008/08/06/mcginty.uk.maggot.antibiotic.itn 5. ON YOUR MARK, GET SET, FLOAT! http://www.cnn.com/video/partners/email/index.html?url=/video/living/2008/08/06/vo.in.balloon.race.wxin 6. 'LOVE TRIANGLE MURDER' http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/08/06/dcl.london.in.session.trial.update.insession 7. TERI GARR'S DECADES OF HIDING http://www.cnn.com/video/partners/email/index.html?url=/video/health/2008/08/06/gupta.teri.garr.cnn 8. FAKE SEX AD DRAWS LAWSUIT http://www.cnn.com/video/partners/email/index.html?url=/video/tech/2008/08/06/dnt.wa.sex.ad.lawsuit.komo 9. 'WE NEED AN ECONOMIC SURGE' http://www.cnn.com/video/partners/email/index.html?url=/video/politics/2008/08/06/sot.mccain.econo.surge.cnn 10. OBAMA GOT HIT IN THE HEAD? http://www.cnn.com/video/partners/email/index.html?url=/video/politics/2008/08/06/sot.obama.asked.why.running.cnn TOP 10 STORIES 1. N. DAKOTA'S REAL-LIFE JED CLAMPETT http://www.cnn.com/2008/LIVING/wayoflife/08/05/oil.boomtown/index.html In the midst of a N. Dakota oil boom, a man born during the Great Depression is making a fortune after striking oil on his property. 2. OBAMA'S UPHILL POLLING BATTLE http://www.cnn.com/2008/POLITICS/08/06/obama.polls/index.html 3. D.A.: SEX CASE ABOUT 'PURE EVIL' http://www.cnn.com/2008/CRIME/08/06/sex.club.trial.ap/index.html 4. ANOTHER SIDE OF AMY RAY http://www.cnn.com/2008/SHOWBIZ/Music/08/06/amy.ray/index.html 5. COMMENTARY: BILL CLINTON'S UPSET http://www.cnn.com/2008/US/08/06/martin.billclinton/index.html 6. WOMEN DRIVEN TO DONATE EGGS http://www.cnn.com/2008/HEALTH/08/05/selling.eggs/index.html 7. ANTHRAX SUSPECT CALLED MISLEADING http://www.cnn.com/2008/CRIME/08/06/anthrax.case/index.html 8. MOUNTAIN LION IN BEDROOM KILLS DOG http://www.cnn.com/2008/US/08/06/mountain.lion.ap/index.html 9. REPORTS: MISTAKES DOOMED UTAH MINE http://www.cnn.com/2008/US/08/06/utah.mine.anniv.ap/index.html 10. BIN LADEN'S FORMER DRIVER GUILTY http://www.cnn.com/2008/CRIME/08/06/hamdan.trial/index.html CNN, The Most Trusted Name in News >    Cable News Network LP, LLLP.                       < >    One CNN Center, Atlanta, Georgia 30303             < >    2008 Cable News Network LP, LLLP.                  < >    A Time Warner Company.                             < >    All Rights Reserved.                               < ========================================================= =   Please send comments or suggestions by going to     = =           http://www.cnn.com/feedback/                = =                                                       = =      Read our privacy guidelines by going to          = =         http://www.cnn.com/privacy.html               = ========================================================= You have agreed to receive this email from CNN.com as a result of your CNN.com preference settings. To manage your settings, go to: http://www.cnn.com/linkto/bn.manage.html To unsubscribe from the Daily Top 10, go to http://cgi.cnn.com/m/clik?e=e23480909b3e93f10c1e28c5bcedbc7e@gvc.ceas-challenge.cc&l=cnn-dailytop10",1,CEAS-08,880,outlier
New White Paper: Create a Strong Backbone for Unified Communications,"Dear SearchNetworking.com member,

Transitioning to Unified Communications is a large undertaking, and
should be approached with a solid understanding of what it takes to
support UC. This paper details a solution that creates a strong
backbone to support any organization's communications requirements
with the ability to deploy enterprise class IM, presence, web
conferencing and more.

Download this white paper now to learn more:
http://go.techtarget.com/r/3125597/2079970

~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
ABOUT THIS FEATURED WHITE PAPER SPONSORED BY HP
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Given the complexity of implementing Unified Communications, you must
carefully evaluate and design an architecture that will not only
provide the desired feature set, but also provide the required levels
of scalability and high availability needed to support UC. This paper
uncovers a solution for implementing a modular platform that
decreases cost and complexity as opposed to the traditional rack or
tower architectures.

Click here to download this white paper now: 
http://go.techtarget.com/r/3125598/2079970

~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
SEARCHNETWORKING.COM WHITE PAPER LIBRARY
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Browse hundreds of white papers by author, keyword or topics.
Visit the SearchNetworking.com White Paper Library today: 
http://go.techtarget.com/r/3125599/2079970

___________________________________________________________________
ABOUT THIS E-NEWSLETTER
This e-newsletter is published by SearchNetworking.com, a targeted
Web site from TechTarget, the most targeted IT media and events
company.  TechTarget offers magazines, Web sites, e-newsletters,
Webcasts and conferences for enterprise IT professionals.

Copyright 2008 TechTarget. All rights reserved.

_____________________________________________________________________

To unsubscribe from ""White Paper Alerts"":
 
Go to unsubscribe: http://SearchNetworking.com/u?em=tjm%40cognosys.net&uid=2079970&cid=623723&
 
Please note, unsubscribe requests may take up to 24 hours to process;
you may receive additional mailings during that time. A confirmation
e-mail will be sent when your request has been successfully
processed.
 
Contact us:
SearchNetworking
Member Services
117 Kendrick Street, Suite 800
Needham, MA 02494


",0,CEAS-08,884,outlier
Re: [Python-Dev] [Python-3000] Reminder: last alphas next Wednesday	07-May-2008,"
    Alec> FWIW my vote is for ~/.python. ~/.local comes in a distant second
    Alec> due to non-obviousness and ~/Python is several light years beyond
    Alec> that.

I guess we're going to have to agree to disagree.  I find hiding directories
which contain executable code extremely non-obvious.  Would you prefer
/usr/.local to /usr/local?  If not, then why prefer ~/.local to ~/local?

Skip
_______________________________________________
Python-Dev mailing list
zvllln-eum@python.org
http://mail.python.org/mailman/listinfo/python-dev
Unsubscribe: http://mail.python.org/mailman/options/python-dev/python-dev%40tangomu.com


",0,CEAS-08,888,outlier
Rolex is not for all. Is it for you ?   ,"
Famous Replica Watches    ROLEX   Cartier   Bvlgari   

Order Rolex Replica //atches 0nline!   

Spring Big Sale...FANTASTIC Replica watches...Save 15% ...   

http://navesbaconzek.com/


",1,CEAS-08,891,outlier
Re: [FoRK] Google is evil,"On 10/9/07, Stephen D. Williams  wrote:
> There is literally nothing innovative in that patent.  At all.  Amazing.

When it was filed, 'obvious' did not mean what you or I, as normal
human beings and programmers, think it means. So yes, this is
frivolous, but someone else could easily have filed it.

Given that someone else could easily have filed this and used it
against Google, I'm very hesitant to call them evil- patents are (at
this point) very much a nuclear weapon in the software industry, so
you're fairly irresponsible if you're *not* filing as many patents as
you can. Even Red Hat does it, FFS.

The evil companies (and I really don't know if Google is one of them
offhand) are the ones who are not aggressively lobbying for meaningful
patent reform. That is who you should condemn, not the ones filing the
patents (even if they are stupid.)

Luis


",0,CEAS-08,894,outlier
New revolutionary products to help men,"





Studies show women hate men with low libidos http://www.waitdeal.com/

",1,CEAS-08,897,outlier
Re: [ILUG] Broadband in Dublin,"On Mon 08 Oct 2007, dxklu@eillo.org wrote:

>                Im looking to get a landline broadband connection.
> Is there any reason why i should /shouldnt get a particular service
> when using linux?
>
> Also if anyone here is with eircom can you tell me if the monthly
> fee includes line rental or if thats extra? It makes a big
> difference because i dont have and dont want a phone.
>
> If i have to pay extra for line rental it would double the price.

As I understand it, ADSL runs over telephone wires,
and if you have a telephone wire you have to pay someone line rental.

I have Eircom broadband, and consider it the most reliable 
and the most expensive.
Getting broadband can cause nervous breakdowns,
as most broadband companies spend 99% of their funds on advertising,
and 1% on help lines which are based in India, cost premium rates
and are permanently engaged.

If I didn't live in an NTL-free zone I would try cable.

Also I see WiFi broadband devices sold cheaply (60 euro?)
at PowerCity and elsewhere which seem to include 3 months connection.
I don't know if one has to sign something to promise to use it for ever?
Can one just dump it after the 3 month period if you want?


",0,CEAS-08,899,outlier
Enjoy The Sex Life You Deserve,"
Read hundreds of testimonials from satisfied men and their girlfriends on this site. After years of scientific research, a herbal breakthrough is finally achieved - the product rated as #1 by healthcare professionals, with gains of up to 1-3 inches guaranteed, and girth increases from 5% - 30%.

Read hundreds of testimonials from satisfied men and their girlfriends on this site. After years of scientific research, a herbal breakthrough is finally achieved - the product rated as #1 by healthcare professionals, with gains of up to 1-3 inches guaranteed, and girth increases from 5% - 30%.

http://pathigh.com/


",1,CEAS-08,902,outlier
Re: Suggestions to block this spam,"On Tue, 19 Feb 2008 14:21:53 -0800
""Bazooka Joe""  wrote:

> I too am getting dozens of these emails that are going right through
> SA + pyzor + dcc.  sa-learn doesn't seem to make any difference.  I
> just installed razor2 today to try to combat real men.
> 
> Most get through w/ a score of 2 or less.  Many of them seem to
> trigger spamcop so i bumped that up to 3.5.
> 
> If you need more examples let me know

If you can mind the overhead, the ClamAV plugin with Sane Security
definitions are catching this spam. All of mine in the past few days
have been directing into a spambox via a rule in my MTA.

>From foo@bar  Sun Feb 24 10:30:30 2008
X-Spam-Virus: Yes (Email.Spam.Gen2588.Sanesecurity.08021808)
X-Spam-Flag: YES
X-Spam-Checker-Version: SpamAssassin 3.2.4 (2008-01-01)
X-Spam-Level: xxxxxxxxxx
X-Spam-Status: Reqd:5.0 Hits:10.5 Learn:no
Tests:BAYES_50=0.001,CLAMAV=10, HTML_MESSAGE=0.5

-------
  _|_
 (_| |


",0,CEAS-08,903,outlier
Try PowerEnlarge to enlarge your penis size and see the difference.,"





When you  come to conclusion that you  need to enlarge your penis, the most important thing is to find safe and effective way to do it. Once you tried 100 % safe  PowerEnlarge, you'll never look for other methods or devices.


         There are different methods to  enlarge your penis. Some of them are just ineffective and others are even dangerous or have many side effects.  Use safe and medically proven PowerEnlarge device to enlarge your penis length and girth..
         To reach your dream penis size you have  just to order PowerEnlarge.  It will be shipped quickly and discreetly and delivered just on time. Your life is going to change from then on.
_Order PowerEnlarge  and be sure you'll satisfy any woman .



",1,CEAS-08,909,outlier
"Replica watches, pens, bags and more... Cheap luxury gifts ...   ","
We only sell premium watches. There's no battery in these replicas just like the real ones since they charge themselves as you move.

Order Rolex Replica //atches 0nline!   

Luxurious costume replica watches at lowest prices 

http://asterduskyhah.com/


",1,CEAS-08,912,outlier
Re: kurila 1.3 released,"Moin,

On Thursday 11 October 2007 01:02:20 chromatic wrote:
> On Wednesday 10 October 2007 16:45:32 Scott Walters wrote:
> > If, through some freak collusion of circumstances,
> > Perl 5 is still viable a few years down the road, Perl 5
> > programmres and XS module authors might be very happy to have a
> > refactored, cleaned up, speed up, but slightly incompatible Perl 5.
>
> I have a difficult time imagining that any incompatibilities will
> ever get any serious attention, given that there's talk about
> releasing, if I recall correctly, a maintenance version of Perl
> 5.005.
>
> You know, so the people who don't update software will have an
> updated version of their software to not update to.

And that cpan-testers can then send out fail reports to module authors 
who clearly specified that their module doesn't even work with anything 
older than 5.8.x.... but the process in specifying this seems so 
delicate that an entire FAQ entry exists for that - instead that 
somebody fixes the testing framework to not bloody waste the collective 
time of people who live in this century...



Tels

-- 
 Signed on Thu Oct 11 21:15:09 2007 with key 0x93B84C15.
 View my photo gallery: http://bloodgate.com/photos
 PGP key on http://bloodgate.com/tels.asc or per email.

 ""Let me put this bluntly.  If we'd done Perl 6 on a schedule, you'd 
have
 it by now.  And it would be crap.  Perl 6 will be ready when all the
 inputs are there, and all the event-driven decision circuits have had a
 chance to make their decisions.  We're not the least bit afraid to slip
 our schedule, because we don't have a schedule.  We just have a plan.""

  -- Larry Wall in 'The State of the Onion' 2002
",0,CEAS-08,922,outlier
CNN Alerts: My Custom Alert,"

CNN Alerts: My Custom Alert






 



Alert Name: My Custom Alert
Bruce Willis slaps Demi Moore

Fri, 8 Aug 2008 15:19:30 +0700

FULL STORY



You have agreed to receive this email from CNN.com as a result of your CNN.com preference settings.
To manage your settings click here.
To alter your alert criteria or frequency or to unsubscribe from receiving custom email alerts, click here.


Cable News Network. One CNN Center, Atlanta, Georgia 30303
© 2008 Cable News Network.
A Time Warner Company
All Rights Reserved.
View our privacy policy and terms.






",1,CEAS-08,925,outlier
Re: PathTools beta for testing,"
On Oct 14, 2007, at 6:45 AM, Dave Mitchell wrote:

>> -    return ""$node$path"";
>> +    return $node . $path;
>
> both these compile to the same opcode sequence, so it has no  
> performance
> benefits.

Not according to my running through Benchmark.

--
Andy Lester => kngf@petdance.com => www.petdance.com => AIM:petdance


",0,CEAS-08,928,outlier
Impress her with your huge boner,"Didn't you know, that obtaining a huge love wand has become unbelievably real?
Just imagine how your gf will be happy to see this large love gun!
http://wearplaces.com/


Soros would have made between $83 million and $166 million. Falseway,Yet Soros is different from many of the contemporary rich in oneA dollar invested with him when he launched his fund in 1969",1,CEAS-08,933,outlier
Re: [PATCH] ex-PVBM and mro interact badly,"I haven't bothered either.  If the test passes, then the Perl core has
been fixed.  If it core dumps, the tests will fail.  I don't know that
the extra work is necessary.

Steve Peters
gsdsz@fisharerojo.org

On 10/16/07, Dave Mitchell  wrote:
> On Tue, Oct 16, 2007 at 04:55:12PM +0200, demerphq wrote:
> > On 10/16/07, Ben Morrow  wrote:
> > >
> > > Quoth oryiufjn@gmail.com (demerphq):
> > > > On 10/15/07, Ben Morrow  wrote:
> > > > >
> > > > > This patch appears to fix the problem, though I'm not sure what to do
> > > > > about the fact that the test will never fail: perl will die instead. The
> > > > > eval doesn't seem to catch it.
> > > >
> > > > There is a class of error that perl cant catch, such as seg faults and
> > > > serious errors like that. In the case of the regex engine we have a
> > > > section at the end of the test file t/op/pat.t that says something
> > > > like:
> > > >
> > > > # Tests that can segfault perl go after here so that we test as much
> > > > as we can before crash
> > >
> > > Would it be worth the effort of running tests like this in a subprocess,
> > > and testing $? ?
> >
> > I guess if you can do it portably then maybe so. But, er, well,
> > considering these tend to be ""this really shouldnt ever happen"" type
> > bugs then its probably not worth the effort.
>
> Traditionally this has been done using the runperl() function and
> similar from t/test.pl, although I tend not to bother these days.
>
> --
> This is a great day for France!
>     -- Nixon at Charles De Gaulle's funeral
>


",0,CEAS-08,934,outlier
